rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-10717,SYNTH-10717,0,32,0.001883,0.0,0.00176,6476.64,JAX 58%; LAC 28%; DET 4%
7773,SYNTH-14024,SYNTH-14024,0,32,0.001883,0.0,0.00112,878.47,JAX 55%; LAC 31%; DET 4%
7774,SYNTH-20156,SYNTH-20156,0,32,0.001883,0.0,0.00064,878.44,JAX 57%; LAC 31%; DET 4%
7775,SYNTH-05669,SYNTH-05669,0,32,0.001883,0.0,0.00096,878.39,JAX 57%; LAC 34%; DET 3%
7776,SYNTH-07470,SYNTH-07470,0,32,0.001883,0.0,0.00104,878.05,JAX 63%; LAC 29%; DET 3%
7777,SYNTH-08495,SYNTH-08495,0,32,0.001883,0.0,0.0008,877.98,JAX 62%; LAC 30%; DET 3%
7778,SYNTH-20790,SYNTH-20790,0,32,0.001883,0.0,0.00056,877.93,JAX 52%; LAC 30%; DET 4%
7779,SYNTH-04499,SYNTH-04499,0,32,0.001883,0.0,0.00032,877.64,JAX 59%; LAC 25%; DET 5%
7780,SYNTH-04249,SYNTH-04249,0,32,0.001883,0.0,0.00072,877.47,JAX 58%; LAC 30%; DET 4%
7781,SYNTH-13759,SYNTH-13759,0,32,0.001883,0.0,0.00088,877.46,JAX 63%; LAC 30%; DET 3%
7782,SYNTH-11837,SYNTH-11837,0,32,0.001883,0.0,0.00072,877.38,JAX 55%; LAC 28%; DET 4%
7783,SYNTH-09166,SYNTH-09166,0,32,0.001883,0.0,0.00136,877.31,JAX 60%; LAC 28%; DET 4%
7784,SYNTH-01322,SYNTH-01322,0,32,0.001883,0.0,0.00072,877.29,JAX 54%; LAC 29%; DET 4%
7785,SYNTH-23061,SYNTH-23061,0,32,0.001883,0.0,0.00104,877.16,JAX 66%; LAC 28%; DET 3%
7786,SYNTH-08553,SYNTH-08553,0,32,0.001883,0.0,0.00096,877.16,JAX 52%; LAC 30%; DET 4%
7787,SYNTH-18049,SYNTH-18049,0,32,0.001883,0.0,0.00096,877.08,JAX 57%; LAC 28%; DET 4%
7788,SYNTH-15628,SYNTH-15628,0,32,0.001883,0.0,0.0012,876.82,JAX 59%; LAC 29%; DET 4%
7789,SYNTH-16423,SYNTH-16423,0,32,0.001883,0.0,0.00016,876.79,JAX 52%; LAC 32%; DET 4%
7790,SYNTH-06804,SYNTH-06804,0,32,0.001883,0.0,0.0008,876.67,JAX 56%; LAC 27%; DET 4%
7791,SYNTH-01058,SYNTH-01058,0,32,0.001883,0.0,0.00088,876.61,JAX 58%; LAC 30%; DET 4%
7792,SYNTH-19262,SYNTH-19262,0,32,0.001883,0.0,0.00072,876.49,JAX 58%; LAC 32%; DET 3%
7793,SYNTH-09284,SYNTH-09284,0,32,0.001883,0.0,0.00104,876.38,JAX 60%; LAC 31%; DET 3%
7794,SYNTH-16965,SYNTH-16965,0,32,0.001883,0.0,0.00112,876.23,JAX 60%; LAC 32%; DET 3%
7795,SYNTH-13942,SYNTH-13942,0,32,0.001883,0.0,0.00088,876.22,JAX 56%; LAC 28%; DET 4%
7796,SYNTH-06628,SYNTH-06628,0,32,0.001883,0.0,0.00056,876.22,JAX 57%; LAC 32%; DET 3%
7797,SYNTH-04564,SYNTH-04564,0,32,0.001883,0.0,0.00096,876.17,JAX 54%; LAC 31%; DET 4%
7798,SYNTH-21018,SYNTH-21018,0,32,0.001883,0.0,0.00112,875.94,JAX 60%; LAC 28%; DET 4%
7799,SYNTH-18250,SYNTH-18250,0,32,0.001883,0.0,0.00088,875.94,JAX 59%; LAC 26%; DET 4%
7800,SYNTH-22450,SYNTH-22450,0,32,0.001883,0.0,0.00112,875.9,JAX 59%; LAC 29%; DET 4%
7801,SYNTH-22560,SYNTH-22560,0,32,0.001883,0.0,0.00056,875.88,JAX 52%; LAC 29%; DET 4%
7802,SYNTH-22713,SYNTH-22713,0,32,0.001883,0.0,0.00096,875.87,JAX 63%; LAC 26%; DET 4%
7803,SYNTH-13907,SYNTH-13907,0,32,0.001883,0.0,0.00048,875.85,JAX 52%; LAC 31%; DET 4%
7804,SYNTH-21021,SYNTH-21021,0,32,0.001883,0.0,0.00128,875.76,JAX 62%; LAC 31%; DET 3%
7805,SYNTH-16341,SYNTH-16341,0,32,0.001883,0.0,0.00112,875.76,JAX 56%; LAC 33%; DET 3%
7806,SYNTH-05388,SYNTH-05388,0,32,0.001883,0.0,0.0008,875.68,JAX 60%; LAC 25%; DET 4%
7807,SYNTH-21064,SYNTH-21064,0,32,0.001883,0.0,0.0012,875.49,JAX 58%; LAC 32%; DET 3%
7808,SYNTH-06215,SYNTH-06215,0,32,0.001883,0.0,0.0012,875.42,JAX 58%; LAC 31%; DET 3%
7809,SYNTH-02289,SYNTH-02289,0,32,0.001883,0.0,0.00088,875.39,JAX 54%; LAC 33%; DET 4%
7810,SYNTH-10627,SYNTH-10627,0,32,0.001883,0.0,0.0012,875.29,JAX 57%; LAC 32%; DET 3%
7811,SYNTH-11615,SYNTH-11615,0,32,0.001883,0.0,0.00064,875.07,JAX 60%; LAC 28%; DET 4%
7812,SYNTH-07439,SYNTH-07439,0,32,0.001883,0.0,0.00176,875.05,JAX 59%; LAC 30%; DET 4%
7813,SYNTH-15196,SYNTH-15196,0,32,0.001883,0.0,0.00112,875.03,JAX 58%; LAC 32%; DET 3%
7814,SYNTH-13321,SYNTH-13321,0,32,0.001883,0.0,0.00056,875.0,JAX 56%; LAC 32%; DET 4%
7815,SYNTH-11562,SYNTH-11562,0,32,0.001883,0.0,0.00136,874.9,JAX 62%; LAC 31%; DET 3%
7816,SYNTH-08042,SYNTH-08042,0,32,0.001883,0.0,0.00048,874.82,JAX 50%; LAC 29%; DET 4%
7817,SYNTH-06578,SYNTH-06578,0,32,0.001883,0.0,0.00112,874.69,JAX 65%; LAC 28%; DET 3%
7818,SYNTH-18877,SYNTH-18877,0,32,0.001883,0.0,0.00096,874.4,JAX 54%; LAC 31%; DET 4%
7819,SYNTH-00547,SYNTH-00547,0,32,0.001883,0.0,0.00136,874.32,JAX 59%; LAC 34%; DET 3%
7820,SYNTH-20640,SYNTH-20640,0,32,0.001883,0.0,0.00112,874.28,JAX 59%; LAC 30%; DET 4%
7821,SYNTH-16102,SYNTH-16102,0,32,0.001883,0.0,0.00096,874.21,JAX 59%; LAC 27%; DET 4%
7822,SYNTH-02242,SYNTH-02242,0,32,0.001883,0.0,0.00112,874.11,JAX 56%; LAC 34%; DET 3%
7823,SYNTH-20495,SYNTH-20495,0,32,0.001883,0.0,0.0004,874.02,JAX 56%; LAC 30%; DET 4%
7824,SYNTH-15396,SYNTH-15396,0,32,0.001883,0.0,0.00072,874.01,JAX 59%; LAC 27%; DET 4%
7825,SYNTH-19893,SYNTH-19893,0,32,0.001883,0.0,0.0004,873.96,JAX 53%; LAC 29%; DET 4%
7826,SYNTH-16908,SYNTH-16908,0,32,0.001883,0.0,0.00056,873.91,JAX 58%; LAC 26%; DET 5%
7827,SYNTH-07893,SYNTH-07893,0,32,0.001883,0.0,0.00056,873.88,JAX 63%; LAC 30%; DET 3%
7828,SYNTH-20715,SYNTH-20715,0,32,0.001883,0.0,0.00072,873.75,JAX 54%; LAC 31%; DET 4%
7829,SYNTH-07114,SYNTH-07114,0,32,0.001883,0.0,0.00128,873.5,JAX 62%; LAC 31%; DET 3%
7830,SYNTH-19919,SYNTH-19919,0,32,0.001883,0.0,0.00088,873.25,JAX 58%; LAC 30%; DET 4%
7831,SYNTH-12543,SYNTH-12543,0,32,0.001883,0.0,0.00136,873.24,JAX 65%; LAC 26%; DET 3%
7832,SYNTH-19049,SYNTH-19049,0,32,0.001883,0.0,0.00104,873.03,JAX 59%; LAC 29%; DET 4%
7833,SYNTH-12313,SYNTH-12313,0,32,0.001883,0.0,0.00048,873.03,JAX 56%; LAC 29%; DET 4%
7834,SYNTH-20865,SYNTH-20865,0,32,0.001883,0.0,0.00072,872.97,JAX 52%; LAC 28%; DET 5%
7835,SYNTH-01402,SYNTH-01402,0,32,0.001883,0.0,0.00136,872.92,JAX 61%; LAC 31%; DET 3%
7836,SYNTH-11120,SYNTH-11120,0,32,0.001883,0.0,0.00096,872.91,JAX 58%; LAC 29%; DET 4%
7837,SYNTH-16728,SYNTH-16728,0,32,0.001883,0.0,0.0012,872.9,JAX 55%; LAC 33%; DET 4%
7838,SYNTH-01375,SYNTH-01375,0,32,0.001883,0.0,0.00088,872.88,JAX 55%; LAC 30%; DET 4%
7839,SYNTH-09136,SYNTH-09136,0,32,0.001883,0.0,0.0012,872.63,JAX 65%; LAC 28%; DET 3%
7840,SYNTH-22014,SYNTH-22014,0,32,0.001883,0.0,0.00088,872.6,JAX 52%; LAC 33%; DET 4%
7841,SYNTH-17049,SYNTH-17049,0,32,0.001883,0.0,0.00128,872.57,JAX 62%; LAC 29%; DET 3%
7842,SYNTH-03527,SYNTH-03527,0,32,0.001883,0.0,0.0008,872.43,JAX 61%; LAC 29%; DET 4%
7843,SYNTH-14193,SYNTH-14193,0,32,0.001883,0.0,0.0008,872.42,JAX 56%; LAC 29%; DET 4%
7844,SYNTH-12248,SYNTH-12248,0,32,0.001883,0.0,0.0008,872.41,JAX 58%; LAC 30%; DET 4%
7845,SYNTH-04761,SYNTH-04761,0,32,0.001883,0.0,0.00184,872.38,JAX 57%; LAC 31%; DET 4%
7846,SYNTH-14875,SYNTH-14875,0,32,0.001883,0.0,0.0008,872.36,JAX 59%; LAC 26%; DET 4%
7847,SYNTH-13732,SYNTH-13732,0,32,0.001883,0.0,0.00072,872.3,JAX 51%; LAC 31%; DET 4%
7848,SYNTH-03202,SYNTH-03202,0,32,0.001883,0.0,0.00136,872.25,JAX 66%; LAC 27%; DET 3%
7849,SYNTH-07226,SYNTH-07226,0,32,0.001883,0.0,0.0004,872.13,JAX 56%; LAC 30%; DET 4%
7850,SYNTH-04183,SYNTH-04183,0,32,0.001883,0.0,0.00152,872.11,JAX 58%; LAC 33%; DET 3%
7851,SYNTH-20449,SYNTH-20449,0,32,0.001883,0.0,0.00096,872.09,JAX 63%; LAC 31%; DET 3%
7852,SYNTH-10029,SYNTH-10029,0,32,0.001883,0.0,0.0008,872.05,JAX 55%; LAC 32%; DET 4%
7853,SYNTH-11232,SYNTH-11232,0,32,0.001883,0.0,0.00088,872.0,JAX 53%; LAC 34%; DET 4%
7854,SYNTH-19301,SYNTH-19301,0,32,0.001883,0.0,0.00096,871.98,JAX 56%; LAC 33%; DET 3%
7855,SYNTH-13271,SYNTH-13271,0,32,0.001883,0.0,0.00088,871.96,JAX 58%; LAC 31%; DET 3%
7856,SYNTH-11962,SYNTH-11962,0,32,0.001883,0.0,0.00112,871.89,JAX 58%; LAC 28%; DET 4%
7857,SYNTH-21421,SYNTH-21421,0,32,0.001883,0.0,0.00184,871.89,JAX 60%; LAC 29%; DET 4%
7858,SYNTH-06108,SYNTH-06108,0,32,0.001883,0.0,0.00104,871.88,JAX 56%; LAC 29%; DET 4%
7859,SYNTH-01452,SYNTH-01452,0,32,0.001883,0.0,0.00136,871.86,JAX 56%; LAC 32%; DET 4%
7860,SYNTH-19615,SYNTH-19615,0,32,0.001883,0.0,0.0008,871.76,JAX 59%; LAC 31%; DET 3%
7861,SYNTH-23855,SYNTH-23855,0,32,0.001883,0.0,0.00032,871.74,JAX 50%; LAC 34%; DET 4%
7862,SYNTH-16785,SYNTH-16785,0,32,0.001883,0.0,0.00056,871.54,JAX 55%; LAC 32%; DET 4%
7863,SYNTH-16077,SYNTH-16077,0,32,0.001883,0.0,0.00096,871.52,JAX 56%; LAC 32%; DET 4%
7864,SYNTH-17042,SYNTH-17042,0,32,0.001883,0.0,0.00088,871.49,JAX 56%; LAC 30%; DET 4%
7865,SYNTH-12441,SYNTH-12441,0,32,0.001883,0.0,0.0016,871.4,JAX 59%; LAC 32%; DET 3%
7866,SYNTH-23865,SYNTH-23865,0,32,0.001883,0.0,0.00128,871.36,JAX 63%; LAC 29%; DET 3%
7867,SYNTH-00841,SYNTH-00841,0,32,0.001883,0.0,0.00024,871.35,JAX 53%; LAC 29%; DET 4%
7868,SYNTH-20968,SYNTH-20968,0,32,0.001883,0.0,0.0008,871.3,JAX 61%; LAC 30%; DET 3%
7869,SYNTH-16126,SYNTH-16126,0,32,0.001883,0.0,0.00104,871.12,JAX 57%; LAC 33%; DET 3%
7870,SYNTH-14538,SYNTH-14538,0,32,0.001883,0.0,0.00024,870.98,JAX 50%; LAC 31%; DET 4%
7871,SYNTH-02560,SYNTH-02560,0,32,0.001883,0.0,0.00088,870.83,JAX 56%; LAC 27%; DET 4%
7872,SYNTH-09482,SYNTH-09482,0,32,0.001883,0.0,0.00064,870.61,JAX 55%; LAC 30%; DET 4%
7873,SYNTH-20963,SYNTH-20963,0,32,0.001883,0.0,0.00104,870.29,JAX 58%; LAC 34%; DET 3%
7874,SYNTH-00165,SYNTH-00165,0,32,0.001883,0.0,0.00048,870.18,JAX 53%; LAC 32%; DET 4%
7875,SYNTH-15020,SYNTH-15020,0,32,0.001883,0.0,0.0012,870.01,JAX 58%; LAC 32%; DET 3%
7876,SYNTH-12097,SYNTH-12097,0,32,0.001883,0.0,0.00136,869.95,JAX 57%; LAC 33%; DET 3%
7877,SYNTH-09342,SYNTH-09342,0,32,0.001883,0.0,0.00096,869.88,JAX 59%; LAC 33%; DET 3%
7878,SYNTH-01323,SYNTH-01323,0,32,0.001883,0.0,0.0008,869.84,JAX 63%; LAC 29%; DET 3%
7879,SYNTH-02328,SYNTH-02328,0,32,0.001883,0.0,0.00136,869.84,JAX 62%; LAC 30%; DET 3%
7880,SYNTH-08118,SYNTH-08118,0,32,0.001883,0.0,0.00072,869.79,JAX 56%; LAC 30%; DET 4%
7881,SYNTH-18269,SYNTH-18269,0,32,0.001883,0.0,0.00088,869.71,JAX 60%; LAC 29%; DET 4%
7882,SYNTH-11010,SYNTH-11010,0,32,0.001883,0.0,0.00056,869.67,JAX 60%; LAC 32%; DET 3%
7883,SYNTH-14307,SYNTH-14307,0,32,0.001883,0.0,0.00104,869.67,JAX 57%; LAC 35%; DET 3%
7884,SYNTH-10382,SYNTH-10382,0,32,0.001883,0.0,0.00072,869.63,JAX 56%; LAC 34%; DET 3%
7885,SYNTH-16982,SYNTH-16982,0,32,0.001883,0.0,0.00056,869.61,JAX 49%; LAC 29%; DET 5%
7886,SYNTH-01657,SYNTH-01657,0,32,0.001883,0.0,0.00104,869.6,JAX 62%; LAC 31%; DET 3%
7887,SYNTH-02799,SYNTH-02799,0,32,0.001883,0.0,0.00072,869.54,JAX 55%; LAC 30%; DET 4%
7888,SYNTH-14427,SYNTH-14427,0,32,0.001883,0.0,0.00088,869.5,JAX 56%; LAC 32%; DET 4%
7889,SYNTH-20655,SYNTH-20655,0,32,0.001883,0.0,0.00072,869.34,JAX 56%; LAC 29%; DET 4%
7890,SYNTH-03972,SYNTH-03972,0,32,0.001883,0.0,0.00048,869.23,JAX 55%; LAC 28%; DET 4%
7891,SYNTH-07261,SYNTH-07261,0,32,0.001883,0.0,0.00088,869.22,JAX 61%; LAC 31%; DET 3%
7892,SYNTH-14215,SYNTH-14215,0,32,0.001883,0.0,0.00072,869.19,JAX 56%; LAC 32%; DET 3%
7893,SYNTH-09780,SYNTH-09780,0,32,0.001883,0.0,0.0012,869.17,JAX 60%; LAC 28%; DET 4%
7894,SYNTH-12778,SYNTH-12778,0,32,0.001883,0.0,0.00096,869.15,JAX 56%; LAC 30%; DET 4%
7895,SYNTH-10367,SYNTH-10367,0,32,0.001883,0.0,0.00072,869.03,JAX 54%; LAC 30%; DET 4%
7896,SYNTH-03663,SYNTH-03663,0,32,0.001883,0.0,0.00064,868.68,JAX 56%; LAC 31%; DET 4%
7897,SYNTH-03143,SYNTH-03143,0,32,0.001883,0.0,0.0008,868.59,JAX 62%; LAC 30%; DET 3%
7898,SYNTH-16448,SYNTH-16448,0,32,0.001883,0.0,0.00056,868.58,JAX 57%; LAC 25%; DET 5%
7899,SYNTH-21383,SYNTH-21383,0,32,0.001883,0.0,0.00088,868.54,JAX 56%; LAC 33%; DET 3%
7900,SYNTH-20261,SYNTH-20261,0,32,0.001883,0.0,0.00064,868.33,JAX 56%; LAC 30%; DET 4%
7901,SYNTH-07482,SYNTH-07482,0,32,0.001883,0.0,0.00096,868.09,JAX 53%; LAC 33%; DET 4%
7902,SYNTH-22151,SYNTH-22151,0,32,0.001883,0.0,0.0004,868.08,JAX 51%; LAC 30%; DET 4%
7903,SYNTH-06688,SYNTH-06688,0,32,0.001883,0.0,0.00104,868.02,JAX 55%; LAC 33%; DET 4%
7904,SYNTH-03433,SYNTH-03433,0,32,0.001883,0.0,0.00096,868.01,JAX 59%; LAC 34%; DET 3%
7905,SYNTH-20177,SYNTH-20177,0,32,0.001883,0.0,0.00144,867.99,JAX 58%; LAC 33%; DET 3%
7906,SYNTH-07193,SYNTH-07193,0,32,0.001883,0.0,0.00112,867.97,JAX 58%; LAC 32%; DET 3%
7907,SYNTH-15447,SYNTH-15447,0,32,0.001883,0.0,0.00088,867.92,JAX 61%; LAC 30%; DET 3%
7908,SYNTH-07168,SYNTH-07168,0,32,0.001883,0.0,0.00096,867.91,JAX 61%; LAC 29%; DET 3%
7909,SYNTH-09884,SYNTH-09884,0,32,0.001883,0.0,0.0008,867.87,JAX 60%; LAC 30%; DET 3%
7910,SYNTH-07382,SYNTH-07382,0,32,0.001883,0.0,0.0012,867.68,JAX 62%; LAC 28%; DET 4%
7911,SYNTH-04467,SYNTH-04467,0,32,0.001883,0.0,0.00048,867.67,JAX 52%; LAC 32%; DET 4%
7912,SYNTH-04992,SYNTH-04992,0,32,0.001883,0.0,0.0004,867.53,JAX 59%; LAC 31%; DET 3%
7913,SYNTH-04752,SYNTH-04752,0,32,0.001883,0.0,0.00088,867.48,JAX 56%; LAC 31%; DET 4%
7914,SYNTH-07129,SYNTH-07129,0,32,0.001883,0.0,0.0008,867.46,JAX 57%; LAC 30%; DET 4%
7915,SYNTH-19317,SYNTH-19317,0,32,0.001883,0.0,0.00064,867.43,JAX 58%; LAC 32%; DET 3%
7916,SYNTH-11701,SYNTH-11701,0,32,0.001883,0.0,0.0012,867.35,JAX 60%; LAC 26%; DET 4%
7917,SYNTH-08444,SYNTH-08444,0,32,0.001883,0.0,0.00088,867.09,JAX 56%; LAC 34%; DET 3%
7918,SYNTH-14429,SYNTH-14429,0,32,0.001883,0.0,0.00032,867.0,JAX 54%; LAC 32%; DET 4%
7919,SYNTH-23625,SYNTH-23625,0,32,0.001883,0.0,0.00088,866.84,JAX 52%; LAC 31%; DET 4%
7920,SYNTH-22464,SYNTH-22464,0,32,0.001883,0.0,0.00104,866.84,JAX 56%; LAC 34%; DET 3%
7921,SYNTH-18645,SYNTH-18645,0,32,0.001883,0.0,0.00112,866.83,JAX 61%; LAC 30%; DET 3%
7922,SYNTH-17891,SYNTH-17891,0,32,0.001883,0.0,0.00064,866.83,JAX 54%; LAC 28%; DET 4%
7923,SYNTH-02449,SYNTH-02449,0,32,0.001883,0.0,0.00144,866.77,JAX 60%; LAC 31%; DET 3%
7924,SYNTH-03384,SYNTH-03384,0,32,0.001883,0.0,0.00136,866.51,JAX 60%; LAC 30%; DET 4%
7925,SYNTH-18623,SYNTH-18623,0,32,0.001883,0.0,0.0004,866.24,JAX 58%; LAC 32%; DET 3%
7926,SYNTH-05764,SYNTH-05764,0,32,0.001883,0.0,0.00104,866.18,JAX 61%; LAC 31%; DET 3%
7927,SYNTH-22445,SYNTH-22445,0,32,0.001883,0.0,0.00072,866.08,JAX 56%; LAC 32%; DET 4%
7928,SYNTH-02502,SYNTH-02502,0,32,0.001883,0.0,0.00064,865.97,JAX 55%; LAC 32%; DET 4%
7929,SYNTH-23893,SYNTH-23893,0,32,0.001883,0.0,0.00064,865.94,JAX 55%; LAC 31%; DET 4%
7930,SYNTH-16970,SYNTH-16970,0,32,0.001883,0.0,0.00072,865.92,JAX 60%; LAC 27%; DET 4%
7931,SYNTH-11864,SYNTH-11864,0,32,0.001883,0.0,0.0008,865.92,JAX 57%; LAC 31%; DET 4%
7932,SYNTH-19313,SYNTH-19313,0,32,0.001883,0.0,0.00048,865.91,JAX 49%; LAC 26%; DET 5%
7933,SYNTH-19422,SYNTH-19422,0,32,0.001883,0.0,0.00112,865.88,JAX 52%; LAC 33%; DET 4%
7934,SYNTH-21956,SYNTH-21956,0,32,0.001883,0.0,0.00072,865.88,JAX 52%; LAC 35%; DET 4%
7935,SYNTH-04592,SYNTH-04592,0,32,0.001883,0.0,0.00104,865.86,JAX 56%; LAC 25%; DET 5%
7936,SYNTH-21696,SYNTH-21696,0,32,0.001883,0.0,0.00024,865.77,JAX 43%; LAC 29%; DET 4%
7937,SYNTH-11608,SYNTH-11608,0,32,0.001883,0.0,0.00096,865.65,JAX 59%; LAC 31%; DET 3%
7938,SYNTH-13089,SYNTH-13089,0,32,0.001883,0.0,0.00088,865.65,JAX 57%; LAC 31%; DET 4%
7939,SYNTH-22933,SYNTH-22933,0,32,0.001883,0.0,0.0012,865.49,JAX 58%; LAC 30%; DET 4%
7940,SYNTH-12841,SYNTH-12841,0,32,0.001883,0.0,0.00088,865.45,JAX 60%; LAC 28%; DET 4%
7941,SYNTH-10824,SYNTH-10824,0,32,0.001883,0.0,0.00048,865.33,JAX 51%; LAC 30%; DET 4%
7942,SYNTH-06168,SYNTH-06168,0,32,0.001883,0.0,0.00056,865.32,JAX 58%; LAC 32%; DET 3%
7943,SYNTH-02703,SYNTH-02703,0,32,0.001883,0.0,0.00072,865.28,JAX 59%; LAC 29%; DET 4%
7944,SYNTH-20833,SYNTH-20833,0,32,0.001883,0.0,0.00128,865.14,JAX 59%; LAC 28%; DET 4%
7945,SYNTH-08891,SYNTH-08891,0,32,0.001883,0.0,0.00088,865.02,JAX 59%; LAC 33%; DET 3%
7946,SYNTH-13839,SYNTH-13839,0,32,0.001883,0.0,0.00088,865.0,JAX 55%; LAC 31%; DET 4%
7947,SYNTH-17932,SYNTH-17932,0,32,0.001883,0.0,0.00096,864.8,JAX 51%; LAC 33%; DET 4%
7948,SYNTH-13938,SYNTH-13938,0,32,0.001883,0.0,0.0004,864.76,JAX 50%; LAC 22%; DET 6%
7949,SYNTH-22488,SYNTH-22488,0,32,0.001883,0.0,0.00056,864.56,JAX 52%; LAC 27%; DET 4%
7950,SYNTH-00793,SYNTH-00793,0,32,0.001883,0.0,0.0008,864.51,JAX 59%; LAC 28%; DET 4%
7951,SYNTH-23140,SYNTH-23140,0,32,0.001883,0.0,0.00056,864.5,JAX 57%; LAC 30%; DET 4%
7952,SYNTH-08139,SYNTH-08139,0,32,0.001883,0.0,0.0008,864.46,JAX 61%; LAC 32%; DET 3%
7953,SYNTH-15303,SYNTH-15303,0,32,0.001883,0.0,0.00048,864.36,JAX 57%; LAC 29%; DET 4%
7954,SYNTH-09488,SYNTH-09488,0,32,0.001883,0.0,0.00064,864.3,JAX 59%; LAC 31%; DET 3%
7955,SYNTH-13531,SYNTH-13531,0,32,0.001883,0.0,0.00104,864.28,JAX 59%; LAC 26%; DET 4%
7956,SYNTH-16192,SYNTH-16192,0,32,0.001883,0.0,0.00112,864.21,JAX 53%; LAC 35%; DET 3%
7957,SYNTH-11794,SYNTH-11794,0,32,0.001883,0.0,0.00064,864.16,JAX 50%; LAC 30%; DET 4%
7958,SYNTH-08002,SYNTH-08002,0,32,0.001883,0.0,0.00024,864.1,JAX 54%; LAC 33%; DET 3%
7959,SYNTH-01496,SYNTH-01496,0,32,0.001883,0.0,0.00136,864.09,JAX 61%; LAC 30%; DET 3%
7960,SYNTH-00780,SYNTH-00780,0,32,0.001883,0.0,0.00048,864.02,JAX 54%; LAC 30%; DET 4%
7961,SYNTH-15408,SYNTH-15408,0,32,0.001883,0.0,0.00096,864.0,JAX 59%; LAC 28%; DET 4%
7962,SYNTH-05368,SYNTH-05368,0,32,0.001883,0.0,0.00112,863.94,JAX 62%; LAC 30%; DET 3%
7963,SYNTH-09315,SYNTH-09315,0,32,0.001883,0.0,0.0008,863.9,JAX 61%; LAC 30%; DET 3%
7964,SYNTH-09628,SYNTH-09628,0,32,0.001883,0.0,0.00096,863.81,JAX 57%; LAC 33%; DET 3%
7965,SYNTH-02477,SYNTH-02477,0,32,0.001883,0.0,0.00072,863.62,JAX 52%; LAC 30%; DET 4%
7966,SYNTH-00289,SYNTH-00289,0,32,0.001883,0.0,0.00088,863.52,JAX 55%; LAC 32%; DET 4%
7967,SYNTH-05643,SYNTH-05643,0,32,0.001883,0.0,0.0004,863.46,JAX 53%; LAC 31%; DET 4%
7968,SYNTH-15292,SYNTH-15292,0,32,0.001883,0.0,0.0012,863.45,JAX 61%; LAC 30%; DET 3%
7969,SYNTH-11503,SYNTH-11503,0,32,0.001883,0.0,0.00104,863.31,JAX 55%; LAC 33%; DET 4%
7970,SYNTH-19750,SYNTH-19750,0,32,0.001883,0.0,0.00088,863.17,JAX 62%; LAC 30%; DET 3%
7971,SYNTH-08534,SYNTH-08534,0,32,0.001883,0.0,0.00104,863.15,JAX 56%; LAC 31%; DET 4%
7972,SYNTH-15955,SYNTH-15955,0,32,0.001883,0.0,0.00128,863.08,JAX 58%; LAC 31%; DET 3%
7973,SYNTH-19003,SYNTH-19003,0,32,0.001883,0.0,0.00128,863.02,JAX 58%; LAC 29%; DET 4%
7974,SYNTH-06835,SYNTH-06835,0,32,0.001883,0.0,0.00088,862.99,JAX 63%; LAC 27%; DET 4%
7975,SYNTH-01605,SYNTH-01605,0,32,0.001883,0.0,0.00104,862.97,JAX 56%; LAC 33%; DET 3%
7976,SYNTH-14950,SYNTH-14950,0,32,0.001883,0.0,0.00096,862.95,JAX 56%; LAC 33%; DET 3%
7977,SYNTH-09995,SYNTH-09995,0,32,0.001883,0.0,0.0004,862.93,JAX 51%; LAC 28%; DET 5%
7978,SYNTH-18499,SYNTH-18499,0,32,0.001883,0.0,0.00056,862.81,JAX 60%; LAC 31%; DET 3%
7979,SYNTH-01757,SYNTH-01757,0,32,0.001883,0.0,0.00088,862.81,JAX 59%; LAC 33%; DET 3%
7980,SYNTH-07095,SYNTH-07095,0,32,0.001883,0.0,0.00088,862.8,JAX 56%; LAC 31%; DET 4%
7981,SYNTH-04832,SYNTH-04832,0,32,0.001883,0.0,0.00088,862.77,JAX 59%; LAC 33%; DET 3%
7982,SYNTH-09141,SYNTH-09141,0,32,0.001883,0.0,0.0008,862.75,JAX 59%; LAC 30%; DET 4%
7983,SYNTH-08440,SYNTH-08440,0,32,0.001883,0.0,0.00048,862.38,JAX 56%; LAC 27%; DET 4%
7984,SYNTH-11505,SYNTH-11505,0,32,0.001883,0.0,0.0012,862.36,JAX 54%; LAC 30%; DET 4%
7985,SYNTH-02936,SYNTH-02936,0,32,0.001883,0.0,0.0008,862.33,JAX 52%; LAC 31%; DET 4%
7986,SYNTH-12281,SYNTH-12281,0,32,0.001883,0.0,0.00104,862.26,JAX 54%; LAC 34%; DET 4%
7987,SYNTH-10024,SYNTH-10024,0,32,0.001883,0.0,0.00112,862.14,JAX 53%; LAC 32%; DET 4%
7988,SYNTH-23787,SYNTH-23787,0,32,0.001883,0.0,0.0008,862.11,JAX 48%; LAC 33%; DET 4%
7989,SYNTH-20492,SYNTH-20492,0,32,0.001883,0.0,0.00072,862.04,JAX 61%; LAC 32%; DET 3%
7990,SYNTH-09311,SYNTH-09311,0,32,0.001883,0.0,0.00128,862.0,JAX 58%; LAC 30%; DET 4%
7991,SYNTH-18272,SYNTH-18272,0,32,0.001883,0.0,0.00096,861.96,JAX 54%; LAC 34%; DET 3%
7992,SYNTH-02025,SYNTH-02025,0,32,0.001883,0.0,0.00072,861.95,JAX 55%; LAC 28%; DET 4%
